run_id,clean_candidate_id,accession,sequence_sha256,analysis_source,signature_database,signature_accession,signature_description,interpro_accession,interpro_description,start,end,evalue,evidence_status,function_axis_hint,function_axis_confidence,rbp_signal,lysin_signal,amp_signal,ambiguous_function_signal,notes
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Pfam,PF21472,"Baseplate structural protein gp6, C-terminal domain II",IPR049028,"Baseplate structural protein gp6, C-terminal domain II",494,617,1.8E-50,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Pfam,PF21379,"Baseplate wedge protein gp6-like, helical domain",IPR049026,"Baseplate wedge protein gp6-like, N-terminal helical domain",25,98,1.2E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Pfam,PF21387,"Baseplate structural protein gp6, C-terminal domain I",IPR049027,"Baseplate structural protein gp6, C-terminal domain I",341,409,6.1E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_607ce748a4e1fab09355,S5ML14,607ce748a4e1fab093556e28c0e0c90fdef605cf8172eaf0be544952202a513a,local_interproscan,Pfam,PF21871,"Baseplate structural protein gp6, C-terminal domain III",IPR054065,"Baseplate wedge protein gp6, C-terminal domain III",412,487,1.2E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,SUPERFAMILY,SSF50017,gp9,IPR036240,Gp9-like superfamily,1,212,1.06E-66,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,Hamap,MF_04106,Baseplate wedge protein gp10.,IPR034695,Baseplate wedge protein gp10,1,608,49.11034,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,Pfam,PF23618,"Bacteriophage T4 gp9/10-like protein, C-terminal",IPR056391,"Baseplate protein gp9-like, C-terminal",160,268,2.1E-5,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,Pfam,PF07880,"Bacteriophage T4 gp9/10-like protein, N-terminal",IPR008987,"Baseplate structural protein Gp9/Gp10, N-terminal domain",2,145,1.1E-31,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,Pfam,PF22670,Baseplate wedge protein gp10 domain 3,IPR054430,"Baseplate wedge protein gp10, domain 3",271,393,1.0E-39,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_628e0cfdf66a9ac88118,I7K324,628e0cfdf66a9ac8811855af973f3e5a7faeaeda92f37c3b328834a7ec1497ca,local_interproscan,Pfam,PF21939,"Baseplate structural protein Gp10, C-terminal domain",IPR053827,"Baseplate structural protein Gp10, C-terminal domain",455,607,5.7E-48,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,Pfam,PF05954,Phage tail baseplate hub (GPD),,,51,364,1.8E-22,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,SUPERFAMILY,SSF69279,Phage tail proteins,,,15,186,3.06E-27,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,234,275,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,240,254,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,263,272,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_671b0a26d696e9d51ee6,A0AAE7V5N4,671b0a26d696e9d51ee6847d290c5472f9fabb476cf9b9ed0a08d2e284251307,local_interproscan,PANTHER,PTHR35862,FELS-2 PROPHAGE PROTEIN,IPR052726,Bacteriophage Baseplate Hub,24,317,9.1E-17,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_699ab633ea6a90a81465,A0A0G2PMU5,699ab633ea6a90a81465b27e99819190b56e586bc629039b6d35f0e2423c6504,local_interproscan,Pfam,PF03406,Phage tail fibre repeat,IPR005068,"Bacteriophage lambda, Tail fiber protein, repeat-2",182,219,1.8E-13,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_699ab633ea6a90a81465,A0A0G2PMU5,699ab633ea6a90a81465b27e99819190b56e586bc629039b6d35f0e2423c6504,local_interproscan,PANTHER,PTHR35191,PROPHAGE SIDE TAIL FIBER PROTEIN HOMOLOG STFQ-RELATED,IPR051934,Bacteriophage Tail Fiber Structural Protein,1,262,1.1E-66,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_699ab633ea6a90a81465,A0A0G2PMU5,699ab633ea6a90a81465b27e99819190b56e586bc629039b6d35f0e2423c6504,local_interproscan,Pfam,PF12571,"Phage tail-collar fibre protein, N-terminal",IPR022225,"Phage tail fibre protein, N-terminal domain",1,150,1.1E-59,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,Pfam,PF03906,"Phage T7 tail fibre protein, N-terminal",IPR005604,"Bacteriophage T7 tail fibre protein-like, N-terminal domain",1,57,9.0E-14,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,136,161,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,79,100,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,64,100,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,149,161,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,Pfam,PF13884,Chaperone of endosialidase,IPR030392,Intramolecular chaperone auto-processing domain,441,509,9.5E-9,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,Coils,Coil,Coil,,,60,87,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6c8c50932ac02f35aaef,A0A0U2DXE3,6c8c50932ac02f35aaef97a084d9d364f171171b08a5f71d29587014136b1faa,local_interproscan,ProSiteProfiles,PS51688,Intramolecular chaperone auto-processing (ICA) domain profile.,IPR030392,Intramolecular chaperone auto-processing domain,441,546,17.449003,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6d9f69b6a2a2d5b21dd2,A0AAE9FQ76,6d9f69b6a2a2d5b21dd2584529617d084247e0a796e02e2a82dca4480ee65042,local_interproscan,Pfam,PF03406,Phage tail fibre repeat,IPR005068,"Bacteriophage lambda, Tail fiber protein, repeat-2",182,218,1.1E-11,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6d9f69b6a2a2d5b21dd2,A0AAE9FQ76,6d9f69b6a2a2d5b21dd2584529617d084247e0a796e02e2a82dca4480ee65042,local_interproscan,PANTHER,PTHR35191,PROPHAGE SIDE TAIL FIBER PROTEIN HOMOLOG STFQ-RELATED,IPR051934,Bacteriophage Tail Fiber Structural Protein,1,220,3.5E-66,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_6d9f69b6a2a2d5b21dd2,A0AAE9FQ76,6d9f69b6a2a2d5b21dd2584529617d084247e0a796e02e2a82dca4480ee65042,local_interproscan,Pfam,PF12571,"Phage tail-collar fibre protein, N-terminal",IPR022225,"Phage tail fibre protein, N-terminal domain",1,150,3.3E-60,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_725a0d6fec836debf2a9,A0A0G2PMY8,725a0d6fec836debf2a97c3bc879782b127ba0b7d0db368c536fa10e0f2bc334,local_interproscan,Pfam,PF04865,Baseplate J-like protein,IPR006949,Baseplate protein J-like,118,261,2.0E-19,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_725a0d6fec836debf2a9,A0A0G2PMY8,725a0d6fec836debf2a97c3bc879782b127ba0b7d0db368c536fa10e0f2bc334,local_interproscan,PIRSF,PIRSF020481,BAP,IPR014507,"Baseplate assembly protein J, predicted",1,302,2.9E-128,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_725a0d6fec836debf2a9,A0A0G2PMY8,725a0d6fec836debf2a97c3bc879782b127ba0b7d0db368c536fa10e0f2bc334,local_interproscan,PANTHER,PTHR35862,FELS-2 PROPHAGE PROTEIN,IPR052726,Bacteriophage Baseplate Hub,6,302,1.8E-33,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,Gene3D,G3DSA:3.90.1340.10,Phage tail collar domain,IPR037053,Phage tail collar domain superfamily,279,331,3.3E-21,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,SUPERFAMILY,SSF88874,Receptor-binding domain of short tail fibre protein gp12,,,279,429,2.27E-35,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,Pfam,PF12571,"Phage tail-collar fibre protein, N-terminal",IPR022225,"Phage tail fibre protein, N-terminal domain",7,64,1.7E-10,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,Pfam,PF03406,Phage tail fibre repeat,IPR005068,"Bacteriophage lambda, Tail fiber protein, repeat-2",95,131,5.9E-8,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,PANTHER,PTHR35191,PROPHAGE SIDE TAIL FIBER PROTEIN HOMOLOG STFQ-RELATED,IPR051934,Bacteriophage Tail Fiber Structural Protein,9,136,1.5E-41,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_743e21f9b05dae4a29b6,A0A0H3NZ57,743e21f9b05dae4a29b622853aea9b32658cf3fdfe77ccae6a2d0c884fee96dc,local_interproscan,Pfam,PF07484,Phage Tail Collar Domain,IPR011083,Phage tail collar domain,283,330,5.7E-7,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,Gene3D,G3DSA:1.20.5.960,Bacteriophage t4 gene product 9 (gp9),,,17,51,1.3E-21,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,Pfam,PF07880,"Bacteriophage T4 gp9/10-like protein, N-terminal",IPR008987,"Baseplate structural protein Gp9/Gp10, N-terminal domain",7,168,4.0E-69,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,Gene3D,G3DSA:2.60.40.1680,,IPR027412,Baseplate structural protein Gp9 C-terminal domain superfamily,170,283,3.6E-43,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,SUPERFAMILY,SSF50017,gp9,IPR036240,Gp9-like superfamily,1,288,3.27E-112,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,Gene3D,G3DSA:2.60.120.640,gp9,IPR027411,Baseplate structural protein Gp9/Gp10 middle domain superfamily,67,169,2.8E-41,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_76db5d59aa15d8db44a6,A0A449C440,76db5d59aa15d8db44a6c9f68dc6368e96ba22dd46797eea03aa47c29fcfb11a,local_interproscan,Pfam,PF23618,"Bacteriophage T4 gp9/10-like protein, C-terminal",IPR056391,"Baseplate protein gp9-like, C-terminal",169,272,5.1E-38,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,PANTHER,PTHR35862,FELS-2 PROPHAGE PROTEIN,IPR052726,Bacteriophage Baseplate Hub,25,299,4.4E-14,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,251,260,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,237,261,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,239,250,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,SUPERFAMILY,SSF69279,Phage tail proteins,,,12,184,1.64E-26,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_7e60bd943abfc9e1cb1b,A0A9P1PWH0,7e60bd943abfc9e1cb1b7e4fae29212ad5b208240d2d771505110ca0ca645295,local_interproscan,Pfam,PF05954,Phage tail baseplate hub (GPD),,,76,346,1.1E-12,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_81f52f281797e2a3702f,A0AAE7CTI2,81f52f281797e2a3702f544a73dc81aacaf4a9638add7bc3e6f56900d19e1735,local_interproscan,Pfam,PF02413,"Caudovirales tail fibre assembly protein, lambda gpK",IPR003458,"Bacteriophage T4, Gp38, tail fibre assembly",40,175,5.0E-31,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_81f52f281797e2a3702f,A0AAE7CTI2,81f52f281797e2a3702f544a73dc81aacaf4a9638add7bc3e6f56900d19e1735,local_interproscan,PANTHER,PTHR34413,PROPHAGE TAIL FIBER ASSEMBLY PROTEIN HOMOLOG TFAE-RELATED-RELATED,IPR051220,Tail Fiber Assembly Chaperone,86,174,1.3E-10,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Pfam,PF14928,Short tail fibre protein receptor-binding domain,IPR027448,"Short tail fibre protein, C-terminal",433,525,4.1E-57,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Pfam,PF09089,"Phage short tail fibre protein gp12, middle domain",IPR015173,"Bacteriophage T4, Gp12",246,326,2.1E-37,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Gene3D,G3DSA:2.160.30.10,,,,287,329,7.2E-28,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Gene3D,G3DSA:4.10.1070.10,,IPR044916,"Short tail fibre protein, C-terminal superfamily",397,518,6.1E-52,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,SUPERFAMILY,SSF88874,Receptor-binding domain of short tail fibre protein gp12,,,333,525,1.57E-53,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Pfam,PF07484,Phage Tail Collar Domain,IPR011083,Phage tail collar domain,344,400,7.0E-11,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Gene3D,G3DSA:2.10.280.10,,,,246,286,1.4E-25,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,Gene3D,G3DSA:3.90.1340.10,Phage tail collar domain,IPR037053,Phage tail collar domain superfamily,330,396,1.3E-18,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_89e47e574cb0175826ee,S5M3B5,89e47e574cb0175826eedd63e6981c304334ccda689d988569ca9c40bbb0a060,local_interproscan,SUPERFAMILY,SSF69349,Phage fibre proteins,,,246,326,5.41E-34,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,SUPERFAMILY,SSF69279,Phage tail proteins,,,201,376,4.25E-90,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Gene3D,G3DSA:3.55.50.20,,IPR043085,"Gp27, baseplate hub, domain 2",117,204,2.2E-43,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Gene3D,G3DSA:3.30.1920.40,,IPR043084,"Gp27, baseplate hub, domain 4",249,377,9.3E-84,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,SUPERFAMILY,SSF69279,Phage tail proteins,,,4,200,2.55E-95,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Gene3D,G3DSA:2.40.10.10,,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold",1,116,2.2E-61,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Gene3D,G3DSA:2.40.30.150,"Bacteriophage T4, Gp27, baseplate hub, domain 3",IPR043083,"Gp27, baseplate hub, domain 3",218,364,9.3E-84,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Pfam,PF09096,"Baseplate structural protein, domain 2",IPR015180,"Bacteriophage T4, Gp27, baseplate hub, C-terminal",203,375,2.8E-119,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_a19d5b056f4272393662,I7LHK5,a19d5b056f427239366299a89fa3bed3f09f4a6ce19dbbc486db245683ff9805,local_interproscan,Pfam,PF09097,"Baseplate structural protein, domain 1",IPR015181,"Bacteriophage T4, Gp27, baseplate hub, N-terminal",5,200,8.5E-137,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,Pfam,PF21446,"Long-tail fiber proximal subunit, C-terminal, trimerization domain",IPR048390,"Long-tail fiber proximal subunit, trimerization domain",419,481,9.0E-4,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,PANTHER,PTHR35191,PROPHAGE SIDE TAIL FIBER PROTEIN HOMOLOG STFQ-RELATED,IPR051934,Bacteriophage Tail Fiber Structural Protein,1,201,3.1E-112,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,Pfam,PF12571,"Phage tail-collar fibre protein, N-terminal",IPR022225,"Phage tail fibre protein, N-terminal domain",1,151,6.5E-55,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,MobiDBLite,mobidb-lite,consensus disorder prediction,,,251,271,,hit,unknown,none,false,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,Pfam,PF03406,Phage tail fibre repeat,IPR005068,"Bacteriophage lambda, Tail fiber protein, repeat-2",214,254,4.3E-15,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
RUN_20260611_094850,V52_B1_af70e7c90ab2426588f1,A0AAE7S353,af70e7c90ab2426588f1267b520d5833a38dc7838ea79ad6b2b98908339c5dee,local_interproscan,Pfam,PF03406,Phage tail fibre repeat,IPR005068,"Bacteriophage lambda, Tail fiber protein, repeat-2",170,210,1.1E-17,hit,RBP_like,high,true,false,false,false,Parsed from local InterProScan TSV.
