accession,frozen_rank,top1_frequency,top5_frequency,top10_frequency,top50_frequency
A0ABM9TMK5,486,0.000000,0.000000,0.000000,0.000000
A0AA36LQN9,487,0.000000,0.000000,0.000000,0.000000
A0ABR4W522,488,0.000000,0.000000,0.000000,0.000000
A0AB73P4D7,489,0.000000,0.000000,0.000000,0.000000
A0A380Q9X7,490,0.000000,0.000000,0.000000,0.000000
A0AAW7K6S3,491,0.000000,0.000000,0.000000,0.000000
A0A0T9PX89,492,0.000000,0.000000,0.000000,0.000000
A0A0T9LN06,493,0.000000,0.000000,0.000000,0.000000
A0A0T9KYN4,494,0.000000,0.000000,0.000000,0.000000
A0ABM9TUX3,495,0.000000,0.000000,0.000000,0.000000
A0AA44CIL6,496,0.000000,0.000000,0.000000,0.000000
A0A0U1QX07,497,0.000000,0.000000,0.000000,0.000000
A0A380Q7B5,498,0.000000,0.000000,0.000000,0.000000
A0A208ZGJ0,499,0.000000,0.000000,0.000000,0.000000
A0A0T9LN23,500,0.000000,0.000000,0.000000,0.000000
A0ABM6UP56,501,0.000000,0.000000,0.000000,0.000000
A0A0T9QDA1,502,0.000000,0.000000,0.000000,0.000000
Q666U1,503,0.000000,0.000000,0.000000,0.000000
A0ABM7ANU6,504,0.000000,0.000000,0.000000,0.000000
A0AAV3BFB4,505,0.000000,0.000000,0.000000,0.000000
A0AA44I1K4,506,0.000000,0.000000,0.000000,0.000000
A0AB73Q1P8,507,0.000000,0.000000,0.000000,0.000000
A0A0H2YL52,508,0.000000,0.000000,0.000000,0.000000
A0A0T9QE48,509,0.000000,0.000000,0.000000,0.000000
Q66CW9,510,0.000000,0.000000,0.000000,0.000000
A0ABM6UNY3,511,0.000000,0.000000,0.000000,0.000000
A0ABX5R0U9,512,0.000000,0.000000,0.000000,0.000000
A0A0H3AYM7,513,0.000000,0.000000,0.000000,0.000000
A0A0T9UM98,514,0.000000,0.000000,0.000000,0.000000
A0ABR4W6F7,515,0.000000,0.000000,0.000000,0.000000
A0A0H2Y6N9,516,0.000000,0.000000,0.000000,0.000000
A0AA44CKU4,517,0.000000,0.000000,0.000000,0.000000
A0ABW9EXU6,518,0.000000,0.000000,0.000000,0.000000
A0A0H3B0A7,519,0.000000,0.000000,0.000000,0.000000
Q66BF1,520,0.000000,0.000000,0.000000,0.000000
A0AB73NKK6,521,0.000000,0.000000,0.000000,0.000000
A0ABM6UX29,522,0.000000,0.000000,0.000000,0.000000
A0A380Q8N6,523,0.000000,0.000000,0.000000,0.000000
A0ABX6FD19,524,0.000000,0.000000,0.000000,0.000000
A0A857EWT6,525,0.000000,0.000000,0.000000,0.000000
A0ABP1ZEA7,526,0.000000,0.000000,0.000000,0.000000
A0A380Q4G1,527,0.000000,0.000000,0.000000,0.000000
A0ABN4FAB0,528,0.000000,0.000000,0.000000,0.000000
Q66BC4,529,0.000000,0.000000,0.000000,0.000000
A0ABY5UJR0,530,0.000000,0.000000,0.000000,0.000000
A0A0T9LR98,531,0.000000,0.000000,0.000000,0.000000
A0ABX5QYD3,532,0.000000,0.000000,0.000000,0.000000
A0AB73NQS2,533,0.000000,0.000000,0.000000,0.000000
A0A0T9N2B7,534,0.000000,0.000000,0.000000,0.000000
A0AAI8ZTY6,535,0.000000,0.000000,0.000000,0.000000
A0ABP1YVJ3,536,0.000000,0.000000,0.000000,0.000000
A0ABM6UTV9,537,0.000000,0.000000,0.000000,0.000000
A0A0T9Q3M1,538,0.000000,0.000000,0.000000,0.000000
A0A857F2M2,539,0.000000,0.000000,0.000000,0.000000
Q8D1M8,540,0.000000,0.000000,0.000000,0.000000
A0A0T9PT88,541,0.000000,0.000000,0.000000,0.000000
A0A0T9KM71,542,0.000000,0.000000,0.000000,0.000000
A0A0T9RK55,543,0.000000,0.000000,0.000000,0.000000
A0A5P8YE56,544,0.000000,0.000000,0.000000,0.000000
A0A0T9QGW8,545,0.000000,0.000000,0.000000,0.000000
A0ABP1ZLC4,546,0.000000,0.000000,0.000000,0.000000
A0A0T9QY81,547,0.000000,0.000000,0.000000,0.000000
A0ABR4W4S9,548,0.000000,0.000000,0.000000,0.000000
A0ABM5U8N9,549,0.000000,0.000000,0.000000,0.000000
A0AA36PLD9,550,0.000000,0.000000,0.000000,0.000000
A0ABX6F3U1,551,0.000000,0.000000,0.000000,0.000000
A0A0H2W3V2,552,0.000000,0.000000,0.000000,0.000000
A0AA36LNQ9,553,0.000000,0.000000,0.000000,0.000000
A0A2G4U6E8,554,0.000000,0.000000,0.000000,0.000000
A0ABN4CUZ1,555,0.000000,0.000000,0.000000,0.000000
A0ABW9EZG0,556,0.000000,0.000000,0.000000,0.000000
A0A0U1QUW3,557,0.000000,0.000000,0.000000,0.000000
A0ABX6F9M0,558,0.000000,0.000000,0.000000,0.000000
A0ABN4F8Y2,559,0.000000,0.000000,0.000000,0.000000
A0AA90XTS9,560,0.000000,0.000000,0.000000,0.000000
A0AA44CL49,561,0.000000,0.000000,0.000000,0.000000
A0AA36LIH7,562,0.000000,0.000000,0.000000,0.000000
A0A0T9KXM0,563,0.000000,0.000000,0.000000,0.000000
Q66BN2,564,0.000000,0.000000,0.000000,0.000000
A0ABM9XUU0,565,0.000000,0.000000,0.000000,0.000000
A0ABP2DXX8,566,0.000000,0.000000,0.000000,0.000000
A0A208ZSF8,567,0.000000,0.000000,0.000000,0.000000
A0A208ZSS5,568,0.000000,0.000000,0.000000,0.000000
A0A380PTJ1,569,0.000000,0.000000,0.000000,0.000000
A0AA36LSX5,570,0.000000,0.000000,0.000000,0.000000
A0A0T9PTD3,571,0.000000,0.000000,0.000000,0.000000
A0ABM6BHL4,572,0.000000,0.000000,0.000000,0.000000
A0AA36PL17,573,0.000000,0.000000,0.000000,0.000000
A0A380Q3T2,574,0.000000,0.000000,0.000000,0.000000
A0A0T9PR09,575,0.000000,0.000000,0.000000,0.000000
A0A2G4U6D9,576,0.000000,0.000000,0.000000,0.000000
A0ABP1Z7N4,577,0.000000,0.000000,0.000000,0.000000
A0ABM9SY22,578,0.000000,0.000000,0.000000,0.000000
A0AAV3BFY5,579,0.000000,0.000000,0.000000,0.000000
A0ABM9TCW2,580,0.000000,0.000000,0.000000,0.000000
B6CGX2,581,0.000000,0.000000,0.000000,0.000000
A0A380PPA0,582,0.000000,0.000000,0.000000,0.000000
A0A2G4U294,583,0.000000,0.000000,0.000000,0.000000
A0ABX6F8L7,584,0.000000,0.000000,0.000000,0.000000
A0A0T9QCY7,585,0.000000,0.000000,0.000000,0.000000
A0ABN4PWW7,586,0.000000,0.000000,0.000000,0.000000
A0ABM6BJY1,587,0.000000,0.000000,0.000000,0.000000
A0A0H3B5G2,588,0.000000,0.000000,0.000000,0.000000
A0ABM5Q137,589,0.000000,0.000000,0.000000,0.000000
A0ABM5SKZ0,590,0.000000,0.000000,0.000000,0.000000
A0A0U1QW74,591,0.000000,0.000000,0.000000,0.000000
A0ABY5UJQ0,592,0.000000,0.000000,0.000000,0.000000
A0A0U1HX05,593,0.000000,0.000000,0.000000,0.000000
A0AAX2HZP5,594,0.000000,0.000000,0.000000,0.000000
A0A0T9KKF4,595,0.000000,0.000000,0.000000,0.000000
A0A0T9QHF4,596,0.000000,0.000000,0.000000,0.000000
A0A0U1R055,597,0.000000,0.000000,0.000000,0.000000
A0AB72ZSW9,598,0.000000,0.000000,0.000000,0.000000
A0A2A7VG50,599,0.000000,0.000000,0.000000,0.000000
A0ABM5Q0I6,600,0.000000,0.000000,0.000000,0.000000
A0A380PP26,601,0.000000,0.000000,0.000000,0.000000
A0ABM5UGZ3,602,0.000000,0.000000,0.000000,0.000000
A0ABM9TW88,603,0.000000,0.000000,0.000000,0.000000
A0ABP1YW71,604,0.000000,0.000000,0.000000,0.000000
A0A0T9QDB9,605,0.000000,0.000000,0.000000,0.000000
A0ABP2E2L7,606,0.000000,0.000000,0.000000,0.000000
A0ABM9Y7W9,607,0.000000,0.000000,0.000000,0.000000
A0ABW9EY82,608,0.000000,0.000000,0.000000,0.000000
A0AA44CMJ6,609,0.000000,0.000000,0.000000,0.000000
A0AB73P877,610,0.000000,0.000000,0.000000,0.000000
A0AA90XYJ4,611,0.000000,0.000000,0.000000,0.000000
A0ABM9XWU7,612,0.000000,0.000000,0.000000,0.000000
A0A0T9N293,613,0.000000,0.000000,0.000000,0.000000
A0AB73NNK1,614,0.000000,0.000000,0.000000,0.000000
A0AA44CQ33,615,0.000000,0.000000,0.000000,0.000000
A0ABW9ETP1,616,0.000000,0.000000,0.000000,0.000000
A0ABR4W680,617,0.000000,0.000000,0.000000,0.000000
A0A0T9RK20,618,0.000000,0.000000,0.000000,0.000000
A0A380PRV1,619,0.000000,0.000000,0.000000,0.000000
A0A0T9KKH2,620,0.000000,0.000000,0.000000,0.000000
A0A380QJL7,621,0.000000,0.000000,0.000000,0.000000
A0ABM6BJA0,622,0.000000,0.000000,0.000000,0.000000
A0A0H3B592,623,0.000000,0.000000,0.000000,0.000000
A0ABN4H4Y5,624,0.000000,0.000000,0.000000,0.000000
A0A0T9TRH4,625,0.000000,0.000000,0.000000,0.000000
A0ABM6BHF9,626,0.000000,0.000000,0.000000,0.000000
A0A209AAW7,627,0.000000,0.000000,0.000000,0.000000
A0AA91BG92,628,0.000000,0.000000,0.000000,0.000000
A0A380Q9K9,629,0.000000,0.000000,0.000000,0.000000
A0ABM5SPQ0,630,0.000000,0.000000,0.000000,0.000000
A0ABM5ST74,631,0.000000,0.000000,0.000000,0.000000
A0AAV3BFT4,632,0.000000,0.000000,0.000000,0.000000
Q66BC6,633,0.000000,0.000000,0.000000,0.000000
A0A0T9RLX7,634,0.000000,0.000000,0.000000,0.000000
A0ABN4CQH5,635,0.000000,0.000000,0.000000,0.000000
A0AB73Q5E6,636,0.000000,0.000000,0.000000,0.000000
A0A0U1QXU2,637,0.000000,0.000000,0.000000,0.000000
A0AB73PBS8,638,0.000000,0.000000,0.000000,0.000000
A0ABM5Q1D7,639,0.000000,0.000000,0.000000,0.000000
A0ABP1Z8M7,640,0.000000,0.000000,0.000000,0.000000
A0A380QDK2,641,0.000000,0.000000,0.000000,0.000000
Q7CIG2,642,0.000000,0.000000,0.000000,0.000000
A0ABP2ED01,643,0.000000,0.000000,0.000000,0.000000
A0ABX5QZM3,644,0.000000,0.000000,0.000000,0.000000
A0ABM9ST81,645,0.000000,0.000000,0.000000,0.000000
A0AB73NFU9,646,0.000000,0.000000,0.000000,0.000000
A0AA44CIR8,647,0.000000,0.000000,0.000000,0.000000
A0ABP1Y756,648,0.000000,0.000000,0.000000,0.000000
Q66BM2,649,0.000000,0.000000,0.000000,0.000000
A0AAX2I0V1,650,0.000000,0.000000,0.000000,0.000000
A0ABM5UH09,651,0.000000,0.000000,0.000000,0.000000
A0A0T9UVW1,652,0.000000,0.000000,0.000000,0.000000
A0A0T9KME1,653,0.000000,0.000000,0.000000,0.000000
A0A0T9RC84,654,0.000000,0.000000,0.000000,0.000000
A0ABM9XX67,655,0.000000,0.000000,0.000000,0.000000
A0A0T9KKM2,656,0.000000,0.000000,0.000000,0.000000
A0ABM5PZP9,657,0.000000,0.000000,0.000000,0.000000
A0ABP2EGX4,658,0.000000,0.000000,0.000000,0.000000
A0AB73NNV4,659,0.000000,0.000000,0.000000,0.000000
A0A0T9PN75,660,0.000000,0.000000,0.000000,0.000000
A0AB72ZRU6,661,0.000000,0.000000,0.000000,0.000000
A0ABW9EZJ2,662,0.000000,0.000000,0.000000,0.000000
A0AB73PN87,663,0.000000,0.000000,0.000000,0.000000
A0A0T9RLI7,664,0.000000,0.000000,0.000000,0.000000
A0ABM6BKQ9,665,0.000000,0.000000,0.000000,0.000000
A0A0T9KM28,666,0.000000,0.000000,0.000000,0.000000
A0ABM9SYN9,667,0.000000,0.000000,0.000000,0.000000
Q66CW3,668,0.000000,0.000000,0.000000,0.000000
A0AB73NNI1,669,0.000000,0.000000,0.000000,0.000000
Q66CW8,670,0.000000,0.000000,0.000000,0.000000
A0ABM9TBF6,671,0.000000,0.000000,0.000000,0.000000
A0AAW7K4V6,672,0.000000,0.000000,0.000000,0.000000
A0ABM6UUY9,673,0.000000,0.000000,0.000000,0.000000
A0ABM9SSJ6,674,0.000000,0.000000,0.000000,0.000000
A0ABM6BHZ0,675,0.000000,0.000000,0.000000,0.000000
A0A0T9P2Y6,676,0.000000,0.000000,0.000000,0.000000
A0ABM9TZ37,677,0.000000,0.000000,0.000000,0.000000
A0AA36LM41,678,0.000000,0.000000,0.000000,0.000000
A0ABP1ZYM0,679,0.000000,0.000000,0.000000,0.000000
A0A380QV68,680,0.000000,0.000000,0.000000,0.000000
A0A380QB56,681,0.000000,0.000000,0.000000,0.000000
A0ABP1Y4A2,682,0.000000,0.000000,0.000000,0.000000
A0AA44HZF8,683,0.000000,0.000000,0.000000,0.000000
A0ABM5Q168,684,0.000000,0.000000,0.000000,0.000000
A0A0T9UVB9,685,0.000000,0.000000,0.000000,0.000000
A0A0K1H0L3,686,0.000000,0.000000,0.000000,0.000000
A0AA44CIT3,687,0.000000,0.000000,0.000000,0.000000
A0ABM9SWE1,688,0.000000,0.000000,0.000000,0.000000
A0A380PNK7,689,0.000000,0.000000,0.000000,0.000000
A0A0T9RLY2,690,0.000000,0.000000,0.000000,0.000000
A0AA36PKW6,691,0.000000,0.000000,0.000000,0.000000
A0A0T9UVI4,692,0.000000,0.000000,0.000000,0.000000
A0AA36LMJ6,693,0.000000,0.000000,0.000000,0.000000
A0ABX5QZN1,694,0.000000,0.000000,0.000000,0.000000
A0A208ZGJ5,695,0.000000,0.000000,0.000000,0.000000
A0A857F0P9,696,0.000000,0.000000,0.000000,0.000000
A0A0T9KLZ3,697,0.000000,0.000000,0.000000,0.000000
A0A0T9TRJ0,698,0.000000,0.000000,0.000000,0.000000
A0ABM7ANH7,699,0.000000,0.000000,0.000000,0.000000
A0ABN5RBQ6,700,0.000000,0.000000,0.000000,0.000000
A0A0T9RKV0,701,0.000000,0.000000,0.000000,0.000000
A0A0T9UMV0,702,0.000000,0.000000,0.000000,0.000000
A0ABX5QZY2,703,0.000000,0.000000,0.000000,0.000000
A0A0T9KZA2,704,0.000000,0.000000,0.000000,0.000000
A0AB72ZN12,705,0.000000,0.000000,0.000000,0.000000
A0ABN4F2B0,706,0.000000,0.000000,0.000000,0.000000
A0ABN4PY35,707,0.000000,0.000000,0.000000,0.000000
A0A380PRL5,708,0.000000,0.000000,0.000000,0.000000
A0ABM6UNY7,709,0.000000,0.000000,0.000000,0.000000
A0A380PNL7,710,0.000000,0.000000,0.000000,0.000000
A0A0T9UVN8,711,0.000000,0.000000,0.000000,0.000000
A0A0T9QEH2,712,0.000000,0.000000,0.000000,0.000000
A0A2R4NRD1,713,0.000000,0.000000,0.000000,0.000000
A0AA36LLP1,714,0.000000,0.000000,0.000000,0.000000
A0AB73Q6N8,715,0.000000,0.000000,0.000000,0.000000
A0ABW9EZD5,716,0.000000,0.000000,0.000000,0.000000
A0ABM9TKC9,717,0.000000,0.000000,0.000000,0.000000
A0ABX5QX18,718,0.000000,0.000000,0.000000,0.000000
A0AAV3BF90,719,0.000000,0.000000,0.000000,0.000000
A0A0T9QWS2,720,0.000000,0.000000,0.000000,0.000000
A0ABP1YDG7,721,0.000000,0.000000,0.000000,0.000000
A0ABR4W6J9,722,0.000000,0.000000,0.000000,0.000000
A0A0T9UVJ2,723,0.000000,0.000000,0.000000,0.000000
A0A0T9RMJ4,724,0.000000,0.000000,0.000000,0.000000
A0A0T9RLS7,725,0.000000,0.000000,0.000000,0.000000
A0ABP1YU38,726,0.000000,0.000000,0.000000,0.000000
A0A0T9UMT9,727,0.000000,0.000000,0.000000,0.000000
A0ABN4PP01,728,0.000000,0.000000,0.000000,0.000000
A0A0T9QQ84,729,0.000000,0.000000,0.000000,0.000000
A0A0H5LRG1,730,0.000000,0.000000,0.000000,0.000000
A0A0H5LRI4,731,0.000000,0.000000,0.000000,0.000000
A0A0T9QYU5,732,0.000000,0.000000,0.000000,0.000000
A0A0T9KZ32,733,0.000000,0.000000,0.000000,0.000000
A0A2G4U3T2,734,0.000000,0.000000,0.000000,0.000000
A0A0U1HXL6,735,0.000000,0.000000,0.000000,0.000000
A0ABN4PNK0,736,0.000000,0.000000,0.000000,0.000000
A0AA44CMJ2,737,0.000000,0.000000,0.000000,0.000000
A0A0T9RLV1,738,0.000000,0.000000,0.000000,0.000000
A0AA36LNC2,739,0.000000,0.000000,0.000000,0.000000
A0A0T9RPC1,740,0.000000,0.000000,0.000000,0.000000
A0AA36LUV4,741,0.000000,0.000000,0.000000,0.000000
A0A0H3B0N5,742,0.000000,0.000000,0.000000,0.000000
A0ABP1YU19,743,0.000000,0.000000,0.000000,0.000000
A0A0T9KKL7,744,0.000000,0.000000,0.000000,0.000000
A0ABP2E0A1,745,0.000000,0.000000,0.000000,0.000000
A0ABW9EZ05,746,0.000000,0.000000,0.000000,0.000000
A0ABM6UY29,747,0.000000,0.000000,0.000000,0.000000
A0A380PUP1,748,0.000000,0.000000,0.000000,0.000000
A0A380QEC0,749,0.000000,0.000000,0.000000,0.000000
A0A857EZE8,750,0.000000,0.000000,0.000000,0.000000
A0A3G5LJP4,751,0.000000,0.000000,0.000000,0.000000
A0A085U312,752,0.000000,0.000000,0.000000,0.000000
A0ABM6BL24,753,0.000000,0.000000,0.000000,0.000000
A0ABM9SU56,754,0.000000,0.000000,0.000000,0.000000
A0ABM5Q170,755,0.000000,0.000000,0.000000,0.000000
A0ABM6BR49,756,0.000000,0.000000,0.000000,0.000000
A0A0T9QWQ1,757,0.000000,0.000000,0.000000,0.000000
A0A0H2YGI6,758,0.000000,0.000000,0.000000,0.000000
A0A0H3B4F8,759,0.000000,0.000000,0.000000,0.000000
A0AB73P3H5,760,0.000000,0.000000,0.000000,0.000000
A0A0T9JTP2,761,0.000000,0.000000,0.000000,0.000000
A0A0T9R7L9,762,0.000000,0.000000,0.000000,0.000000
A0A0H3AZK0,763,0.000000,0.000000,0.000000,0.000000
A0A0T9TSE5,764,0.000000,0.000000,0.000000,0.000000
A0AB72ZFA0,765,0.000000,0.000000,0.000000,0.000000
A0ABM7ANY7,766,0.000000,0.000000,0.000000,0.000000
A0AA36LKR2,767,0.000000,0.000000,0.000000,0.000000
A0ABN5RAB4,768,0.000000,0.000000,0.000000,0.000000
A0A380Q790,769,0.000000,0.000000,0.000000,0.000000
A0ABX6FDR8,770,0.000000,0.000000,0.000000,0.000000
A0A2G4U6F2,771,0.000000,0.000000,0.000000,0.000000
A0A0T9QH70,772,0.000000,0.000000,0.000000,0.000000
A0A0H3B283,773,0.000000,0.000000,0.000000,0.000000
A0ABN5RAC2,774,0.000000,0.000000,0.000000,0.000000
A0A0T9JTR0,775,0.000000,0.000000,0.000000,0.000000
A0AA44CKU8,776,0.000000,0.000000,0.000000,0.000000
A0ABN4CUU3,777,0.000000,0.000000,0.000000,0.000000
A0ABR4VWZ7,778,0.000000,0.000000,0.000000,0.000000
A0A0T9RSX1,779,0.000000,0.000000,0.000000,0.000000
A0A0T9QZG9,780,0.000000,0.000000,0.000000,0.000000
A0ABY5ULB5,781,0.000000,0.000000,0.000000,0.000000
A0A0T9KM84,782,0.000000,0.000000,0.000000,0.000000
A0A0T9QVI5,783,0.000000,0.000000,0.000000,0.000000
A0A0T9RG16,784,0.000000,0.000000,0.000000,0.000000
A0ABP2ECT0,785,0.000000,0.000000,0.000000,0.000000
A0ABM9SZ17,786,0.000000,0.000000,0.000000,0.000000
A0A0E1NQK2,787,0.000000,0.000000,0.000000,0.000000
A0AAX2I8P7,788,0.000000,0.000000,0.000000,0.000000
Q7BTW6,789,0.000000,0.000000,0.000000,0.000000
A0ABP1ZYW2,790,0.000000,0.000000,0.000000,0.000000
Q66CW2,791,0.000000,0.000000,0.000000,0.000000
A0AA36LJG1,792,0.000000,0.000000,0.000000,0.000000
A0ABM5UH02,793,0.000000,0.000000,0.000000,0.000000
A0AA36PPQ7,794,0.000000,0.000000,0.000000,0.000000
A0A0H2YNL1,795,0.000000,0.000000,0.000000,0.000000
A0AA90XRZ3,796,0.000000,0.000000,0.000000,0.000000
A0A0T9QD11,797,0.000000,0.000000,0.000000,0.000000
A0ABP1ZSE7,798,0.000000,0.000000,0.000000,0.000000
A0ABX6FAJ5,799,0.000000,0.000000,0.000000,0.000000
A0A0T9UMN3,800,0.000000,0.000000,0.000000,0.000000
Q8D0C0,801,0.000000,0.000000,0.000000,0.000000
A0A0T9QMF1,802,0.000000,0.000000,0.000000,0.000000
A0A0U1R2K8,803,0.000000,0.000000,0.000000,0.000000
A0AA36LJU6,804,0.000000,0.000000,0.000000,0.000000
A0AA36LI15,805,0.000000,0.000000,0.000000,0.000000
A0A0K1H0S6,806,0.000000,0.000000,0.000000,0.000000
A0A0T9UVK2,807,0.000000,0.000000,0.000000,0.000000
A0A857F028,808,0.000000,0.000000,0.000000,0.000000
A0A0H3B6G4,809,0.000000,0.000000,0.000000,0.000000
A0A208ZVY5,810,0.000000,0.000000,0.000000,0.000000
A0ABN5RCP6,811,0.000000,0.000000,0.000000,0.000000
A0A0T9UMW7,812,0.000000,0.000000,0.000000,0.000000
A0AB72ZRU3,813,0.000000,0.000000,0.000000,0.000000
A0A0U1HUK9,814,0.000000,0.000000,0.000000,0.000000
A0ABM7AMA1,815,0.000000,0.000000,0.000000,0.000000
A0AAV3B6C2,816,0.000000,0.000000,0.000000,0.000000
A0A380QAJ4,817,0.000000,0.000000,0.000000,0.000000
A0A0H3AZJ6,818,0.000000,0.000000,0.000000,0.000000
A0A0T9QI62,819,0.000000,0.000000,0.000000,0.000000
A0A0H2W0D6,820,0.000000,0.000000,0.000000,0.000000
A0A2G4U1S2,821,0.000000,0.000000,0.000000,0.000000
A0ABM9XV01,822,0.000000,0.000000,0.000000,0.000000
A0ABX5QXI4,823,0.000000,0.000000,0.000000,0.000000
A0AB72ZJY3,824,0.000000,0.000000,0.000000,0.000000
A0A380QTR9,825,0.000000,0.000000,0.000000,0.000000
A0A0T9UB25,826,0.000000,0.000000,0.000000,0.000000
A0A0T9U5C6,827,0.000000,0.000000,0.000000,0.000000
